# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Portuguese (Brazil + Portugal).
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/pt/index.dic, dictionaries/pt-PT/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	community
tiromante	br
tirombaço	br
tiromedana	br
tiromegalia	br
tiromegálico	br
tiromântico	br
tironada	br
tironear	br
tironiano	br
tironina	br
tironínico	br
tiropanoato	br
tiroparatiroidectomia	br
tiropatia	br
tiropramida	br
tiroprivo	br
tiroprópico	br
tiropteroideo	br
tiropterídeo	br
tiropteríneo	br
tiroptose	br
tiroptótico	br
tiropático	br
tirorrina	br
tiros	br
tiros-mg	br
tirosina	br
tirosinase	br
tirosinemia	br
tirosinuria	br
tirosinúria	br
tirosinúrico	br
tirostafilino	br
tirostimulina	br
tirosínase	br
tirosínico	br
tirotear	br
tiroteio	pt
tiroteios	br
tirotomia	br
tirotoxicose	br
tirotoxinemia	br
tirotoxismo	br
tirotricina	br
tirotrofina	br
tirotóxico	br
tirotômico	br
tiroxina	br
tiroxínico	br
tirreniano	br
tirreno	br
tirridéu	br
tirrênico	br
tirrênio	br
tirsense	br
tirsigeropotente	br
tirsipotente	br
tirsites	br
tirsito	br
tirsitope	br
tirsitídeo	br
tirsitíneo	br
tirso	br+pt
tirsoide	br
tirsopterídea	br
tirsoso	br
tirságeta	br
tirsífero	br
tirsígero	br
tirsítops	br
tirsóforo	br
tirsópteris	br
tirta	br
tirtancara	br
tirza	br
tirágeta	br
tirázio	br
tirânico	br+pt
tirânidas	br
tirânulo	br
tirão	br
tirésia	br
tirêmese	br
tiríase	br
tirídio	br
tiríntio	br
tiróglifo	br
tiróideo	pt
tirólites	br
tirólito	br
tiróptera	br
tisana	br+pt
tisanocéfalo	br
tisanoessa	br
tisanosoma	br
tisanossomo	br
tisanote	br
tisanoteutídeo	br
tisanotêutis	br
tisanuco	br
tisanuriforme	br
tisanuro	br
tisanártria	br
tisanópiga	br
tisanópoda	br
tisanóptero	br
tisbita	br
tisco	br
tisdritano	br
tisicar	br
tisiofobia	br
tisiofóbico	br
tisiogênese	br
tisiologia	br
tisiológico	br
tisioterapeuta	br
tisioterapia	br
tisioterapêutico	br
tisioterápico	br
tisite	br
tisito	br
tisiuria	br
tisiófobo	br
tisiógeno	br
tisiólogo	br
tisiúria	br
tisiúrico	br
tismíea	br
tisnadura	br
tisnar	br+pt
tisnação	br
tisneira	br
tisnável	br
tisocromida	br
tisoicetro	br
tisonite	br
tisonossomo	br
tisopurina	br
tisoquona	br
tisorelho	br
tispanodes	br
tissanense	br
tissense	br
tissierografia	br
tissierográfico	br
tisso	br
tissu	br
tissues	br
tissular	br
tisságeta	br
tistias	br
tisuria	br
tisânia	br
tisúria	br
tisúrico	br
titanado	br
titanato	br
titanaugita	br
titanaugítico	br
titanação	br
titancota	br
titanesco	br
titanetes	br
titanic	pt
titanila	br
titanismo	br
titanite	br
titanito	br
titanlavenita	br
titano	br
titanobetafita	br
titanobiotita	br
titanoeca	br
titanoelpidita	br
titanoidroclinumita	br
titanomagemita	br
titanomagnetite	br
titanomagnetítico	br
titanomaquia	br
titanometria	br
titanomorfite	br
titanomáquico	br
titanométrico	br
titanoniobático	br
titanonióbato	br
titanoso	br
titanossauro	br
titanotério	br
titanídeo	br
titanífero	br
titanítico	br
titanóxido	br
titara	br
titeense	br
titela	br
titenídias	br
titenídios	br
titeragem	br
titerear	br
titereação	br
titereiro	br
titeri	br
titeriteiro	br
titi	br
titiaense	br
titiarrense	br
titicar	br
titicação	br
titicoso	br
titicuã	br
titilar	br
titilação	br
titilomania	br
titilomaníaco	br
titiloso	br
titilável	br
titilômano	br
titim	br
titimaloide	br
titina	br
titinaíta	br
titinga	br
titio	br
titiqueiro	br
titiquento	br
titira	br
titiribá	br
titiricar	br
titirínea	br
titiscaniídeo	br
titiscânia	br
titisiri	br
titlônimo	br
tito	br+pt
tito-liviano	br
titomicidade	br
titoniano	br
titonídeo	br
titonídio	br
titoísmo	br
titoísta	br
titoístico	br
titubar	br
titubação	br
titubeante	pt
titubear	br+pt
titubeação	br
titubeios	br
titubeável	br
titulado	br
titulagem	br
titulando	br
titulante	br
titular	br+pt
titularizar	br
titulativo	br
titulatura	br
titulação	br
tituleiro	br
titulometria	br
titulométrico	br
titulozinho	br
titulável	br
tituria	br
tityus	br
titáspis	br
titânia	pt
titânico	br+pt
titânide	br
titânio	br+pt
titânox	br
titã	br+pt
titímalo	br
titímalo-dos-vales	br
titímalo-maior	br
titímalo-menor	br
titímalos-dos-vales	br
titímalos-maiores	br
titístico	br
titômico	br
titônico	br
titônio	br
tiufadia	br
tiufado	br
tiuiense	br
tiupá	br
tiureico	br
tiureto	br
tiurânida	br
tiuxetana	br
tivanidazol	br
tive	pt
tivemos	pt
tiver	pt
tivera	pt
tiveram	pt
tiveras	pt
tiverdes	pt
tiverem	pt
tiveres	pt
tivermos	pt
tivesse	pt
tivessem	pt
tivesses	pt
tiveste	pt
tivestes	pt
tivolino	br
tivéramos	pt
tivéreis	pt
tivésseis	pt
tivéssemos	pt
tixadil	br
tixanox	br
tixocortol	br
tixotropia	br
tixotrópico	br
tixótropo	br
tiza	br
tizanidina	br
tizanozoa	br
tizi	br
tizio	br
tizita	br
tiziu	br
tizolemida	br
tizoprólico	br
tiângulo	br
tiã	br
tiã-tiã	br
tiã-tiã-preto	br
tiã-tiãs-pretos	br
tiçalho	br
tiço	br
tiçoada	br
tiçoeiro	br
tiçonado	br
tição	br+pt
tié	br
tié-caburé	br
tié-da-mata	br
tié-de-peito-vermelho	br
tié-de-topete	br
tié-do-mato-grosso	br
tié-fogo	br
tié-galo	br
tié-guaçu-paroara	br
tié-piranga	br
tié-preto	br
tié-sangue	br
tié-sangue-preto	br
tié-veludo	br
tié-vermelho	br
tiém	br
tiés-caburé	br
tiés-da-mata	br
tiés-de-peito-vermelho	br
tiés-de-topete	br
tiés-do-mato-grosso	br
tiés-fogo	br
tiés-galo	br
tiés-guaçus-paroara	br
tiés-piranga	br
tiés-pretos	br
tiés-sangue	br
tiés-sangue-pretos	br
tiés-veludo	br
tiés-vermelhos	br
tiésteo	br
tiê	br
tiê-preto	br
tiê-sangue	br
tiê-sangue-preto	br
tiêmico	br
tiês-pretos	br
tiês-sangue	br
tiês-sangue-pretos	br
tiíada	br
tióctico	br
tiófilo	br
tiógeno	br
tiólase	br
tiólico	br
tiólise	br
tiótrice	br
tiônico	br
tiônido	br
tiú	br
tiúba	br
tiúba-preta	br
tiúbas-pretas	br
tiúva	br
tj	br
tjac	br
tjal	br
tjam	br
tjap	br
tjba	br
tjce	br
tjdf	br
tjdft	br
tjes	br
tjf	br
tjgo	br
tjlp	br
tjma	br
tjmg	br
tjms	br
tjmt	br
tjpa	br
tjpb	br
tjpe	br
tjpi	br
tjpr	br
tjrj	br
tjrn	br
tjro	br
tjrs	br
tjsc	br
tjse	br
tjsp	br
tjto	br
tl	br
tlaco	br
tladianta	br
tlaloquita	br
tlandriano	br
tlanoma	br
tlapalita	br
tlaspe	br
tlaspiácea	br
tlaspídeo	br
tlaxcalteca	br
tlim	br+pt
tlintar	br+pt
tlintlim	br+pt
tlintlintim	br
tlipse	br
tlipsencefalia	br
tlipsencefálico	br
tlipsencéfalo	br
tlipsia	br
tlp	br+pt
tluqui	br
tláspea	br
tláspio	br
tlíptico	br
tm	br
tmema	br
tmese	br
tmesisdermo	br
tmesíforo	br
tmolita	br
tmólio	br
to	br+pt
toa	pt
toaca	br
toada	pt
toadas-de-couro	br
toadeiro	br
toadilha	br
toalete	br+pt
toaleteiro	br
toalha	br+pt
toalha-de-nossa-senhora	br
toalhas-de-nossa-senhora	br
toalheiro	br+pt
toalhete	br+pt
toalhão	br
toaliquiçu	br
toano	br
toante	pt
toanteiro	br
toaqueira	br
toar	br+pt
toarciano	br+pt
toarda	br
toba	br
tobaca	br
tobago	br+pt
tobaguiano	br
tobajeira	br
tobarana	br
tobatiense	br
tobatinga	br
tobe	br
tobeiro	br
tobermorita	br
tobiano	br
tobiarense	br
tobias	br+pt
tobias-barretense	br
tobicilina	br
tobiense	br
tobin	br
tobira	br
tobiu	br
toboganista	br
tobogão	br
toborinona	br
tobote	br
toboágua	br
tobramicina	br
tobuterol	br
tobá	br
tobó	br
toca	pt
toca-discos	br
toca-fita	br
toca-lápis	br
toca-pinos	br
toca-que-toca	br
toca-teclas	br
toca-toca	br
toca-vaquense	br
toca-viola	br
tocadela	br+pt
tocadilho	br
tocador	pt
tocadura	br+pt
tocagem	br
tocaiar	br
tocaieiro	br
tocaiense	br
tocainará	br
tocainida	br
tocaião	br
tocajé	br
tocama	br
tocanairá	br
tocanalgesia	br
tocanalgésico	br
tocandera	br
tocandira	br
tocandirana	br
tocandirense	br
tocanera	br
tocanestesia	br
tocanestésico	br
tocanestético	br
tocanfila	br
tocanguira	br
tocanquibira	br
tocanquirense	br
tocante	pt
tocanteira	br
tocantemente	br
tocantera	br
tocanti	br
tocantim	br
tocantinense	br
tocantiniense	br
tocantinopolitano	br
tocantins	pt
tocantins-mg	br
tocantins-pa	br
tocantins-to	br
tocantinópolis	br
tocantinópolis-to	br
tocantínia	br
tocantínia-to	br
tocar	br+pt
tocari	br
tocariano	br
tocarola	br
tocata	br+pt
tocate	br
tocatina	br
tocear	br
tocha	pt
tocheiro	br
tocho	br
toci	br
tocladesina	br
tocló	br
toco	pt
toco-duro	br
toco-mocho	br
tococa	br
tocodede	br
tocodinamometria	br
tocodinamométrico	br
tocodinamômetro	br
tocoferila	br
tocoferol	br
tocofersolana	br
tocoferólico	br
tocofibrato	br
tocofobia	br
tocoginecologia	br
tocoginecológico	br
tocoginecólogo	br
tocogonia	br
tocografia	br
tocográfico	br
tocogônico	br
tocoiena	br
tocoió	br
tocologia	br
tocológico	br
tocometria	br
tocomático	br
toconomia	br
toconômico	br
tocornalite	br
tocornalito	br
tocos	br
tocos-duros	br
tocos-mochos	br
tocotecnia	br
tocotraumatismo	br
tocotropismo	br
tocotécnico	br
tocurgia	br
tocário	br
tocável	br
tocó	br
tocócito	br
tocófria	br
tocógrafo	br
tocólogo	br
tocóstoma	br
tocômetro	br
todalioidea	br
todalíea	br
todarodes	br
todaropse	br
todavia	br+pt
toddalioidea	br
toddalíea	br
toddita	br
toddália	br
todeiro	br
todemiro	br
todemário	br
todirranfo	br
todirrostro	br
todo	br+pt
todo-nada	br
todo-o-terreno	br+pt
todo-poderoso	br+pt
todolos	br
todos-os-santos	br
todos-santense	br
todralazina	br
todália	br
todároa	br
todídeo	br
todínea	br
todópsis	br
todósia	br
toeiro	br
toenite	br
toernebohmita	br
toesar	br
toeza	br
tofana	br
tofano	br
tofeira	br
tofel	br
tofenacina	br
tofete	br
tofimilaste	br
tofisopam	br
tofo	br
tofolipoma	br
tofu	br
tofáceo	br
tofácio	br
toga	pt
togar	br+pt
togarma	br
togato	br
togatário	br
togavírus	br
togiense	br
togo	br+pt
togolense	br
togolês	br
toguense	br
toguês	br
togói	br
toiceira	br
toiceiral	br
toicinhama	br
toicinharia	br
toicinheiro	br
toicinhento	br
toicinho	br
toicinho-do-céu	br
toicinhos-do-céu	br
toicinhoso	br
toilete	br
toilette	br+pt
toinha	br
toinho	br
toirada	pt
toiral	br
toiralho	br
toirar	br
toiração	br
toireanda	br
toirear	br+pt
toireação	br
toireio	pt
toireiro	br+pt
toirejar	br
toirejão	br
toirigo	br
toiril	br
toirinha	br
toirista	br
toiro	pt
toiro-galego	br
toiros	br
toiros-galegos	br
toiruno	br
toirão	br+pt
toirão-do-mato	br
toirão-fétido	br
toirões-do-mato	br
toirões-fétidos	br
toita	br
toitear	br
toitiçada	br
toitiço	br
toiçar	br
toiços	br
tojal	br
tojeiro	br
tojo	br+pt
tojo-arnal	br
tojo-chamusco	br
tojo-da-charneca	br
tojo-durázio	br
tojo-gadanho	br
tojo-gatanho-maior	br
tojo-gatanho-menor	br
tojo-gatenho	br
tojo-gatum	br
tojo-gatunha	br
tojo-gatão	br
tojo-manso	br
tojo-molar	br
tojo-ordinário	br
tojos-arnais	br
tojos-chamusco	br
tojos-da-charneca	br
tojos-durázios	br
tojos-gadanhos	br
tojos-gatanhos-maiores	br
tojos-gatanhos-menores	br
tojos-gatenhos	br
tojos-gatum	br
tojos-gatunha	br
tojos-gatão	br
tojos-mansos	br
tojos-molares	br
tojos-ordinários	br
tojoso	br
tokelau	br
tola-branca	br
tolamolol	br
tolanga	br
tolano	br
tolar	br
tolas-brancas	br
tolaz	br
tolazamida	br
tolazolina	br
tolaço	br
tolaítas	br
tolboxano	br
tolbutamida	br
tolbutamídico	br
tolcapona	br
tolciclato	br
tolda	pt
toldana	br
toldar	br+pt
toldação	br
tolde	pt
toldeia	br
toldeira	br
toldense	br
tolderia	br
toldinfós	br
toldo	pt
toldo-sc	br
toldos	br
toldável	br
tole-tole	br
toledano	br
toledense	br
toledo	br+pt
toledo-mg	br
toledo-pr	br
toledo-sp	br
toleima	br+pt
toleimado	br
toleiro	br
toleirona	br
toleirão	br+pt
tolejar	br
toleno	br
tolentiniano	br
tolentino	br
toler	br
tolerada	pt
tolerado	pt
tolerante	pt
tolerantemente	br
tolerantismo	br+pt
tolerantístico	br
tolerar	br+pt
toleraridade	br
toleriense	br
tolerogênio	br
tolerável	br+pt
tolerávelismo	br
tolerância	br+pt
toleta	pt
toletada	br
toletano	br
tolete	br
toleteira	br
tolfamida	br
tolfenâmico	br
tolgabida	br
tolhedoiro	br
tolhedouro	br
tolhedura	br+pt
tolheito	br
tolher	br+pt
tolhiço	br
tolicaína	br
tolice	br+pt
tolidade	br
tolidina	br
tolil	br
tolilantipirina	br
tolileno	br
tolilo	br
tolilênico	br
tolimidona	br
tolinar	br
tolindato	br
tolineiro	br
tolinha-das-couves	br
tolinhas-das-couves	br
tolipela	br
tolipeuta	br
tolipeutes	br
tolipirina	br
tolipospório	br
toliprolol	br
tolipídeo	br
tolipótrice	br
tolismo	br
tolissal	br
tolistobogo	br
tolistóboi	br
tolitates	br
tolite	br
toliçada	br
toliódio	br
tolmai	br
tolmesóxido	br
tolmetina	br
tolnaftato	br
tolnapersina	br
tolnidamina	br
tolo	pt
tolocônio	br
toloiriense	br
tolomaico	br
tolomana	br
tolona	br
tolonidina	br
tolontro	br
tolos	br
tolosa	br+pt
tolosano	br
tolosate	br
tolosense	br
toloxatona	br
toloxiclorinol	br
tolpache	br
tolpadol	br
tolpe	br
tolpentamida	br
tolperisona	br
tolpiprazol	br
tolpirramida	br
tolpovidona	br
tolpronina	br
tolpropamina	br
tolquinzol	br
tolrestate	br
tolstoi	br+pt
tolstoiano	br
tolstoizante	br
tolstoísmo	br
tolstoísta	br
tolteca	br
tolterodina	br
toltrazurila	br
tolu	br
toluamida	br
toluato	br
tolueno	br+pt
toluenossulfamida	br
toluenossulfona	br
toluenossulfonato	br
toluenossulfônico	br
tolufazepam	br
toluico	br
toluidido	br
toluidina	br
toluidínico	br
toluileno	br
toluinato	br
toluizar	br
toluização	br
tolunato	br
tolunitrilo	br
toluol	br
toluquinona	br
tolurato	br
toluretina	br
toluênico	br
toluênio	br
toluífero	br
toluílo	br
toluíno	br
toluólico	br
tolva	br
tolvaptana	br
tolão	br
tolílico	br
tolílio	br
tolípida	br
tolônio	br
tolúcia	br
tolúrico	br
tom	br+pt
toma	pt
toma-espaço	br
toma-largura	br
toma-lá-dá-cá	br
tomabeu	br
tomada	pt
tomada-banana	br
tomada-do-decá	br
tomada-do-quelé	br
tomadas-banana	br
tomadas-do-decá	br
tomadas-do-quelé	br
tomadela	br
tomadete	br
tomadia	br
tomadiço	br
tomadoiro	br
tomador	pt
tomados	pt
tomadote	br
tomadouro	br
tomadura	br
tomahawk	br
tomai-mai	br
tomandersia	br
tomar	br+pt
tomara	br
tomara-que-caia	br
tomareiro	br
tomarense	br+pt
tomarto	br
tomarutemense	br
tomasiense	br
tomasinense	br
tomaspidídeo	br
tomatada	br+pt
tomatal	br+pt
tomate	br+pt
tomate-bravo	br
tomate-cabacinha	br
tomate-cajá	br
tomate-cereja	br
tomate-cheiroso	br
tomate-chimango	br
tomate-de-princesa	br
tomate-de-sodoma	br
tomate-de-árvore	br
tomate-do-amazonas	br
tomate-francês	br
tomate-grande	br
tomate-groselha	br
tomate-inglês	br
tomate-pera	br
tomate-piriforme	br
tomate-redondo	br
tomate-vermelho	br
tomateira	pt
tomateiro	br+pt
tomateiro-da-serra	br
tomateiro-do-diabo	br
tomateiro-inglês	br
tomateiros-da-serra	br
tomateiros-do-diabo	br
tomateiros-ingleses	br
tomates-bravos	br
tomates-cabacinha	br
tomates-cajá	br
tomates-cereja	br
tomates-cheirosos	br
tomates-chimango	br
tomates-de-princesa	br
tomates-de-sodoma	br
tomates-de-árvore	br
tomates-do-amazonas	br
tomates-franceses	br
tomates-grandes	br
tomates-groselha	br
tomates-ingleses	br
tomates-peras	br
tomates-piriformes	br
tomates-pêra	br
tomates-redondos	br
tomates-vermelhos	br
tomatidina	br
tomatina	br
tomatinho-de-capucho	br
tomatinhos-de-capucho	br
tomazina	br
tomazina-pr	br
tomazinense	br
tomação	br
tomaína	br
tomaíte	br
tomaíto	br
tomba-ladeiras	br
tomba-las-águas	br
tomba-lobos	br
tomba-lombos	br
tomba-luz	br
tombadilho	br+pt
tombadoiro	br
tombadorense	br
tombadouro	br
tombar	br+pt
tombaralha	br
tombarthita	br
tombasana	br
tombasil	br
tombazite	br
tombazito	br
tombação	br
tombeadíssimo	br
tombear	br
tombeação	br
tombeirinho	br
tombeiro	br
tombense	br
tombequi	br
tombo	pt
tombolar	br+pt
tombos	br
tombos-mg	br
tombão	br
tome-juízo	br
tome-pr	br
tome-rn	br
tomeglovir	br
tomelista	br
tomelo	br
tomelucaste	br
tomense	br
tomentelho	br
tomentelo	br
tomentilho	br
tomentina	br
tomento	br
tomentoso	br
tomia	br
tomichita	br
tomicídeo	br
tomilhal	br
tomilhinha	br
tomilho	br+pt
tomilho-alvadio	br
tomilho-cabeçudo	br
tomilho-de-creta	br
tomilho-de-dioscórides	br
tomilho-peludo	br
tomilhos-alvadios	br
tomilhos-cabeçudos	br
tomilhos-de-creta	br
tomilhos-de-dioscórides	br
tomilhos-peludos	br
tomim	br
tomingue	br
tomio	br
tomismo	br
tomiso	br
tomista	pt
tomistoma	br
tomisídeo	br
tomisíneo	br
tomita	br
tommasínia	br
tomo	pt
tomoatá	br
tomocintigrafia	br
tomocintigráfico	br
tomodensitometria	br
tomoglumida	br
tomografar	br
tomografação	br
tomografia	br+pt
tomografável	br
tomograma	br
tomográfico	br
tomomania	br
tomomaníaco	br
tomomasto	br
tomomino	br
tomopaguro	br
tomoplágia	br
tomos	br
tomoscopia	br
tomoscópico	br
tomosite	br
tomosito	br
tomosteto	br
tomosvariano	br
tomotocia	br
tomotócico	br
tomoxetina	br
tomoxiprol	br
tomás	br+pt
tomás-aquinense	br
tomás-gonzaguense	br
tomásia	br
tomáspis	br
tomáticas	br
tomã	br
tomão	br
tomé	br+pt
tomé-açu	br
tomé-açu-pa	br
tomé-açuense	br
tomé-gagé-zé	br
tomé-principino	br
tomés-gagés-zés	br
tomíparo	br
tomístico	br
tomódero	br
tomógrafo	br
tomóptero	br
tomômano	br
tomômio	br
tona	pt
tonabersate	br
tonadilho	br
tonafasia	br
tonafásico	br
tonal	br+pt
tonalidade	pt
tonalito	br
tonalizar	br+pt
tonalização	br
tonalístico	br
tonantinense	br
tonantins	br
tonantins-am	br
tonar	br+pt
tonazocina	br
tonca	br
toncastearópteno	br
toncaí	br
tondela	br+pt
tondelense	br
tondense	br
tondinho	br
tondo	br
toneiro	br
tonel	br+pt
tonelada	br+pt
tonelada-força	br
tonelada-milha	br
tonelada-quilômetro	br
toneladas-força	br
toneladas-milha	br
toneladas-quilômetro	br
tonelagem	br+pt
tonelame	br
tonelaria	br+pt
toneleiro	br
tonelete	br
tonema	br
tonemático	br
toner	br
tonfe	br
tonga	br+pt
tongano	br
tonganês	br
tongo	br
tongriano	br
tongus	br
tonho	br
tonhão	br
toni	br+pt
tonia	br
tonibobe	br
tonicardíaco	br
tonicidade	br+pt
tonico	br
tonificante	pt
tonificar	br+pt
tonificação	br
tonificável	br
tonilho	br
tonina	br
toninho	br
toniolense	br
tonionela	br
tonite	br
tonitrofobia	br
tonitrofóbico	br
tonitruar	br
tonitruoso	br
tonitruância	br
tonizar	br
tonoa	br
tonoclônico	br
tonodistintivo	br
tonofanto	br
tonofasia	br
tonofibrila	br
tonofilamento	br
tonofásico	br
tonogamia	br
tonografia	br
tonográfico	br
tonogâmico	br
tonolítico	br
tonometria	br
tonométrico	br
tonoplasto	br
tonoplastídeo	br
tonoscilografia	br
tonoscilográfico	br
tonoscilógrafo	br
tonoscopia	br
tonoscópico	br
tonoscópio	br
tonose	br
tonotactismo	br
tonotaxia	br
tonotecnia	br
tonotropismo	br
tonotáctico	br
tonotático	br
tonotécnico	br
tonquim	br
tonquinês	br
tonquiol	br
tonsar	br
tonsila	br
tonsilar	br
tonsilectomia	br
tonsilectômico	br
tonsilha	br
tonsilite	br
tonsilotomia	br
tonsilotômico	br
tonsilítico	br
tonsilólito	br
tonsilótomo	br
tonsonianismo	br
tonsura	pt
tonsurado	pt
tonsurar	br
tonsuração	br
tonsurável	br
tontada	br
tontamente	br
tontaria	br+pt
tontear	br+pt
tonteação	br
tonteira	br+pt
tontejar	br
tontense	br
tonteria	br
tonteroso	br
tonteável	br
tontice	br
tontineiro	br
tontinização	br
tontino	br
tontinária	br
tonto	br+pt
tontona	br
tontonguê	br
tontura	br+pt
tontão	br
tony	pt
tonzilamina	br
tonzônio	br
tonário	br
tonésia	br
tonética	br
tonêmico	br
toníngia	br
tonínia	br
tonítruo	br
tonóbolo	br
tonógrafo	br
tonólise	br
tonômetro	br
toona	br
top	br+pt
topa-a-tudo	br
topa-carneiro	br
topa-que-acerta	br
topa-tudo	br
topada	pt
topadela	br
topalgia	br
topanestesia	br
topanestésico	br
topar	br+pt
toparca	br
toparquia	br
toparó	br
topatinga	br
topaz	br
topaza	br
topaziense	br
topazino	br
topazolite	br
topazolítico	br
topazosemo	br
topazólito	br
topear	br
topectomia	br
topectômico	br
topejadeira	br
topejar	br
topense	br
topestesia	br
topestésico	br
topestético	br
topetadeira	br
topetar	br
topete	pt
topete-de-cardeal	br
topeteira	br
topetes-de-cardeal	br
topetudo	br
topiar	br
topical	br
topicalizar	br
topicalização	br
topicidade	br
topinambo	br
topinambor	br
topinho	br
topino	br
topiqueiro	br
topiquista	br
topiramato	br
topista	br
topitá	br
topiário	br
topless	br
topmodel	br
topmodels	br
topnestético	br
topo	br+pt
topoalgia	br
topocentral	br
topocentricidade	br
topoclimatologia	br
topoclimatológico	br
topoclimatólogo	br
topoclimático	br
topocêntrico	br
topofilia	br
topofobia	br
topofone	br
topofono	br
topofotografia	br
topofotográfico	br
topofóbico	br
topogenético	br
topografar	br+pt
topografação	br
topografia	br+pt
topograma	br
topográfico	br
topogênese	br
topologia	br+pt
topológico	pt
topometria	br
topométrico	br
toponarcose	br
toponarcótico	br
toponeurose	br
toponeurótico	br
toponomástico	br
toponímia	br+pt
toponímico	br+pt
topopolita	br
topopolítico	br
topoquímico	br
toporama	br
toporâmico	br
topos	br
topotaxia	br
topotecana	br
topotermestesiômetro	br
topotesia	br
topotropismo	br
topotrópico	br
topotáctico	br
topotésico	br
topotípico	br
topoálgico	br
toprilidina	br
tops	br+pt
topterona	br
topálgico	br
topárquico	br
topázico	br
topázio	br+pt
topázio-baía	br
topázio-citrino	br
topázio-da-boêmia	br
topázio-da-escócia	br
topázio-da-espanha	br
topázio-do-brasil	br
topázio-dos-joalheiros	br
topázio-espanhol	br
topázio-falso	br
topázio-gota-d'água	br
topázio-hialino	br
topázio-imperial	br
topázio-indiano	br
topázio-ocidental	br
topázio-oriental	br
topázio-ouro	br
topázio-palmira	br
topázio-precioso	br
topázio-rio-grande	br
topázio-saxônico	br
topázios-baía	br
topázios-citrinos	br
topázios-da-boêmia	br
topázios-da-escócia	br
topázios-da-espanha	br
topázios-do-brasil	br
topázios-dos-joalheiros	br
topázios-espanhóis	br
topázios-falsos	br
topázios-gota-d'água	br
topázios-gotas-d'água	br
topázios-hialinos	br
topázios-imperiais	br
topázios-indianos	br
topázios-ocidentais	br
topázios-orientais	br
topázios-ouro	br
topázios-palmira	br
topázios-preciosos	br
topázios-rio-grande	br
topázios-saxônicos	br
topóbea	br
topófilo	br
topófobo	br
topógrafo	br
topólogo	br
topónimo	pt
topótipo	br
topômetro	br
topônimo	br
toque	pt
toque-emboque	br
toque-remoque	br
toque-toque	br
toquedá	br
toqueiro	br
toqueixo	br
toquelau	br+pt
toquelô	br
toqueremoque	br
toquila	br
toquinho	br
toquista	br
toquizina	br
toquém	br
tora	pt
toracadelfia	br
toracadelfo	br
toracadélfico	br
toracalgia	br
toracanto	br
torace	br
toracectomia	br
toracectômico	br
toracemia	br
toracentese	br
toracentésico	br
toracete	br
toracidria	br
toracidropneumia	br
toracidropnêumico	br
toracoacromial	br
toracocentese	br
toracocentésico	br
toracocentético	br
toracocilose	br
toracocilósico	br
toracocilótico	br
toracocirtose	br
toracocirtósico	br
toracodidimia	br
toracodidímico	br
toracodinia	br
toracodídimo	br
toracodínico	br
toracofacial	br
toracofisia	br
toracofrenolaparotomia	br
toracofrenolaparotômico	br
toracografia	br
toracográfico	br
toracolaparotomia	br
toracolaparotômico	br
toracolombar	br
toracomandibular	br
toracomelia	br
toracometria	br
toracomiodinia	br
toracomiodínico	br
toracomélico	br
toracométrico	br
toracopagia	br
toracoplastia	br
toracoplástico	br
toracopneumia	br
toracopulmonar	br
toracopágico	br
toracoscopia	br
toracoscópico	br
toracoscópio	br
toracosquísico	br
toracostenose	br
toracostenósico	br
toracostenótico	br
toracostoma	br
toracostomia	br
toracostráceo	br
toracostômico	br
toracotomia	br
toracotômico	br
toracoxifopagia	br
toracoxifopágico	br
toracoxifópago	br
toracozoário	br
toracálgico	br
toracáster	br
toracêmico	br
toracídrico	br
toracóforo	br
toracópage	br
toracópago	br
toracósquise	br
toracósteo	br
toracômelo	br
toracômetro	br
torada	pt
toradelfia	br
toradelfo	br
toradélfico	br
toragem	br
toral	br
toralho	br
torana	br
toranja	br+pt
toranjal	br
toranjeira	br+pt
toraquemia	br
toraquidria	br
toraquidropneumia	br
torar	br+pt
torasemida	br
toraí	br
torba	br
torbafilina	br
torbanite	br
torbanítico	br
torbastnasita	br
torberite	br
torbernite	br
torbernito	br
torbernítico	br
torbertita	br
torca	br
torcal	br
torcato	pt
torcaz	br
torce-cabelo	br
torceadíssimo	br
torcear	br
torcedeira	br+pt
torcedela	br+pt
torcedoira	br
torcedor	pt
torcedoura	br+pt
torcedura	br+pt
torcegar	br
torcegão	br
torcel	br
torcelado	br
torcer	br+pt
torcicolar	br
torcicolos	br
torcida	pt
torcidela	br
torcidense	br
torcidos	pt
torcidígito	br
torcilhão	br
torciolo	br
torcionar	br
torcionário	br
torcisco	br
torciógrafo	br
torcular	br
torculariano	br
torcázio	br
torcímetro	br
torcível	br
torda-anã	br
torda-francesa	br
torda-mergulheira	br
torda-zorzal	br
tordas-anãs	br
tordas-francesas	br
tordas-mergulheiras	br
tordas-zorzais	br
tordeia-do-mar	br
tordeias-do-mar	br
tordeiazinha	br
tordeio	br
tordeira-do-mar	br
tordeiro	br
tordela	br
tordesilhas	br+pt
tordilhada	br
tordilho	br
tordiliina	br
tordiliínea	br
tordinho	br
tordião	br
tordo	br+pt
tordo-branco	br
tordo-bravo	br
tordo-comum	br
tordo-dos-remédios	br
tordo-francês	br
tordo-malvis	br
tordo-marinho	br
tordo-menor-cantador	br
