# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Portuguese (Brazil + Portugal).
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/pt/index.dic, dictionaries/pt-PT/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	community
choqueiro	br+pt
choquel	br
choquento	br+pt
choquice	br
choquilho	br
choquilhão	br
choquinha	br
choquiço	br
choquém	br
chor	br
chora	pt
chora-chora	br
chora-chuva	br
chora-chuva-de-cara-branca	br
chora-chuva-preto	br
chora-chuvas-de-cara-branca	br
chora-chuvas-pretos	br
chora-doilos	br
chora-lua	br
chora-maré	br
chora-menina	br
chora-mínguas	br
chora-sangue	br
chora-vinagre	br
choradeira	br+pt
choradinho	pt
choradouro	br
choralambre	br
choramigar	br
choramigueiro	br
choramiguento	br
choramigão	br
choramingar	br+pt
choramingas	pt
choramingona	br
choramingueiro	br+pt
choraminguento	br
choramingão	br+pt
chorar	br+pt
chorco	br
chorecer	br
chorfa	br
chorguém	br
chorica	br
choricas	pt
chorina	br
chorinca	pt
chorincar	br
chorinha	br
chorinhas	pt
chorinola	br
chorinquento	br+pt
chorinquice	br
chorlo	br
chorne	br
choro	pt
choro-da-mulata	br
choro-na-rampa	br
chorococar	br
chorodoiro	br
choroense	br
chorolambre	br
choromeleiros	br
chorona	br
chororão	br
chororó	br
chororô	br
choros	br
choros-da-mulata	br
choros-na-rampa	br
choroso	br+pt
chorote	br
chorotega	br
chorozinhense	br
chorozinho	br
chorozinho-ce	br
chorrar	br
chorreado	br
chorreiro	br
chorrilhar	br
chorrilho	pt
chorriscar	br+pt
chorrochoense	br
chorrochó	br
chorrochó-ba	br
chorros	br
chorró	br
chorró-boi	br
chorrós-boi	br
chorudamente	br
chorudo	br+pt
chorume	br
chorumela	br
chorumento	br
choruto	br
chorão	br+pt
chorão-dos-jardins	br
chorão-salgueiro	br
chorãozense	br
choró	br
choró-ce	br
choró-choró	br
chorões	pt
chorões-dos-jardins	br
chorões-salgueiro	br
chostra	br
chota	br
chotar	br
choti	br
chotos	br
chotão	br
chouca	br
choucha	br
choupal	br+pt
choupana	br+pt
choupaneiro	br+pt
choupar	br
choupeiro	br
choupelo	br
choupilo	br
choupo	pt
choupo-branco	br
choupo-da-carolina	br
choupo-de-itália	br
choupo-do-bálsamo	br
choupo-do-canadá	br
choupo-mulato	br
choupo-negro	br
choupo-piramidal	br
choupo-preto	br
choupo-suíço	br
choupo-tremedor	br
choupos	br
choupos-brancos	br
choupos-da-carolina	br
choupos-de-itália	br
choupos-do-bálsamo	br
choupos-do-canadá	br
choupos-mulatos	br
choupos-negros	br
choupos-piramidais	br
choupos-pretos	br
choupos-suíços	br
choupos-tremedores	br
choura	br
chourela	br
chouri	br
chouriceiro	br+pt
chouriça	pt
chouriçada	br+pt
chouriço	br+pt
chourém	br
chousal	br
chousar	br
chouseira	br
chousos	br
choussar	br
chousseira	br
chousura	br
choutar	br
choutear	br
chouteiro	br
choutiá	br
choutona	br
choutão	br
chove-não-molha	br
chove-petas	br
chovedice	br
chovedio	br
chovediço	br+pt
chovedoiro	br
chovedouro	br
chover	br+pt
chovinismo	br
chovolo	br
choça	pt
choça-ba	br
choço	br
christian	pt
christopher	pt
chu	br
chuabo	br
chuala-chavarana	br
chualas-chavaranas	br
chuanga	br
chubeto	br
chubutita	br
chuca-chuca	br
chucar	br
chuceiro	br
chucha	pt
chucha-mel	br
chucha-meles	br
chucha-pitos	br
chuchadeira	br+pt
chuchar	br+pt
chucharrona	br
chucharrão	br
chuchicala	br
chuchicalha	br
chuchu	br+pt
chuchuar	br
chuchurrear	br
chuchurro	br
chuchurrubiado	br
chuchuzeiro	br
chuchável	br
chuco	br
chucrute	br+pt
chucurié	br
chudobaíta	br
chuetar	br
chufar	br
chufear	br
chufista	br
chui	br
chui-rs	br
chuinga	br
chuinho	br
chulada	br
chulapé	br
chularia	br+pt
chulata	br
chulca	br
chuleadeira	br
chuleadura	br
chulear	br
chuleco	br
chuleiro	br
chulepento	br
chulerento	br
chuleta	br
chulice	br
chulipa	br
chulipada	br
chulismo	br+pt
chulo	br+pt
chulpo	br
chulé	br+pt
chumaceira	br
chumacete	br+pt
chumache	br
chumarra	br
chumaçar	br+pt
chumaço	pt
chumaços	br
chumbada	pt
chumbadoiro	br
chumbadouro	br
chumbagem	br
chumbalé	br
chumbar	br+pt
chumbação	br
chumbear	br
chumbeação	br
chumbeiro	br
chumbense	br
chumbim	br
chumbinho	br
chumbinho-roxo	br
chumbinhos-roxos	br
chumbismo	br
chumbo	pt
chumbos	br
chumbotetraetila	br
chumbotetraetílico	br
chumbregar	br
chumbum	br
chumbutar	br
chumear	br
chumeco	br
chumela	br
chumequeiro	br
chumieira	br
chumiço	br
chumpim	br
chuna	br
chunambo	br
chuname	br
chuncho	br
chunchão	br
chunense	br
chunga	br
chungaria	br
chungoso	br
chunguito	br
chunguítico	br
chupa	br+pt
chupa-caldo	br
chupa-chupa	br+pt
chupa-dente	br
chupa-ferro	br
chupa-flor	br
chupa-galhetas	br
chupa-gases	br
chupa-gás	br
chupa-jantares	br
chupa-mel	br
chupa-meles	br
chupa-molho	br
chupa-ovo	br
chupa-pedra	br
chupa-pinto	br
chupa-rolha	br
chupa-sangue	br
chupa-tinta	br
chupada	br
chupadeira	br+pt
chupadela	pt
chupadelo	br
chupadoiro	br+pt
chupador	pt
chupadouro	br+pt
chupadura	br+pt
chupança	br
chupança-do-cacau	br
chupanças-do-cacau	br
chupar	br+pt
chuparino	br
chupas-chupas	br
chupeta	br+pt
chupeteiro	br
chupim	br
chupim-do-banhado	br
chupim-do-brejo	br
chupim-do-charco	br
chupinguaia	br
chupinguaia-ro	br
chupinhar	br
chupins-do-banhado	br
chupins-do-brejo	br
chupins-do-charco	br
chupistar	br
chupitar	br
chupão	br
chupão-de-arroz	br
chupões-de-arroz	br
chuquiraga	br
chuquisaca	br
churchilliano	br
churchillita	br
churchita	br
churdar	br
churdos	br
chureta	br
churi	br
churinar	br
churingas	br
churma	br
churmigueira	br
churrapa	br
churrascado	br
churrascaria	br+pt
churrasco	br+pt
churrasquear	br
churrasqueira	pt
churrasqueiro	br
churrasqueto	br
churreca	br
churreu	br
churriar	br
churrica	br
churrigueresco	br
churriguerismo	br
churriguerístico	br
churrios	br
churrião	br
churro	br
churta	br
chusma	pt
chusmar	br
chusqueia	br
chusura	br
chutar	br+pt
chuteira	br+pt
chuto	pt
chutro	br
chutômetro	br
chuva	br+pt
chuva-criadeira	br
chuva-de-imbu	br
chuva-de-ouro	br
chuva-dos-cajueiros	br
chuva-dos-imbus	br
chuvaceiro	br
chuvada	br+pt
chuvarada	br
chuvas-criadeiras	br
chuvas-de-imbu	br
chuvas-de-ouro	br
chuvas-dos-cajueiros	br
chuvas-dos-imbus	br
chuvasco	br
chuveirada	br
chuveiro	br+pt
chuveirão	br
chuveniscar	br
chuveniscos	br
chuveriscar	br
chuvilhar	br
chuvilhos	br
chuvim	br
chuvinha	pt
chuvinhar	br+pt
chuviringana	br
chuvisca-rs	br
chuviscar	br+pt
chuviscação	br
chuvisco	pt
chuviscos	br
chuviscoso	br+pt
chuvisqueiro	br+pt
chuvisquense	br
chuvisquento	br
chuvisquinho	br
chuvoso	br+pt
chuvão	br
chuxo	br
chuzes	br
chuá	br
chuã	br
chuçar	br
chuço	pt
chuços	br
chué	br
chuí	br
chá	br+pt
chá-biriba	br
chá-bravo	br
chá-da-américa	br
chá-da-campanha	br
chá-da-china	br
chá-da-espanha	br
chá-da-europa	br
chá-da-frança	br
chá-da-meia-noite	br
chá-da-terra	br
chá-da-índia	br
chá-dançante	br
chá-de-bugre	br
chá-de-caboclo	br
chá-de-frade	br
chá-de-java	br
chá-de-negro-mina	br
chá-de-pedestre	br
chá-de-periquito	br
chá-de-príncipe	br
chá-de-pé-de-calçada	br
chá-de-soldado	br
chá-do-gabão	br
chá-do-mato	br
chá-do-méxico	br
chá-do-rio	br
chá-dos-apalaches	br
chá-dos-jesuítas	br
chá-inglês	br
chá-mate	br
chá-mineiro	br
chá-mineiro-verdadeiro	br
chá-paulista	br
chá-pomonga	br
chá-preto	br
chá-pucá	br
chá-verde	br
chácara	br
chácara-mg	br
cháchara	br
chálenger	br
chás	br
chás-biriba	br
chás-bravos	br
chás-chás	br
chás-da-américa	br
chás-da-campanha	br
chás-da-china	br
chás-da-espanha	br
chás-da-europa	br
chás-da-meia-noite	br
chás-da-terra	br
chás-da-índia	br
chás-dançantes	br
chás-de-bugre	br
chás-de-caboclo	br
chás-de-frade	br
chás-de-java	br
chás-de-negro-mina	br
chás-de-pedestre	br
chás-de-periquito	br
chás-de-príncipe	br
chás-de-soldado	br
chás-do-gabão	br
chás-do-mato	br
chás-do-méxico	br
chás-do-rio	br
chás-dos-apalaches	br
chás-dos-jesuítas	br
chás-ingleses	br
chás-mate	br
chás-mineiros	br
chás-mineiros-verdadeiros	br
chás-paulistas	br
chás-pomongas	br
chás-pretos	br
chás-pucá	br
chás-verdes	br
chátria	br
chávena	br+pt
châtelperron	br
chã	pt
chã-chã	br
chã-d'anca	br
chã-grandense	br
chã-pretense	br
chã-rochense	br
chão	br+pt
chão-parado	br
chãos-parados	br
chãs-d'anca	br
chãzeiro	br
ché	br
chê	br
chícharo	br
chócue	br
chões	br
chúmbeas	br
chúmeas	br
ci	br
cia	br
ciacetacida	br
ciacetazida	br
ciadocéfalo	br
ciadofilo	br
ciadopite	br
ciadopitioideiazinha	br
ciadopitioideo	br
ciadopitioideu	br
ciadox	br
ciameia	br
ciamemazina	br
ciamexona	br
ciamoide	br
ciamélida	br
ciamídeo	br
cianacético	br
cianadiamina	br
cianado	br
cianaldeído	br
cianamelido	br
cianamida	br
cianastro	br
cianastráceo	br
cianato	br+pt
cianefidrose	br
cianefidrósico	br
cianefidrótico	br
cianeicolo	br
cianela	br
cianemia	br
cianemoglobina	br
cianemoglobínico	br
cianergolina	br
cianetar	br
cianetação	br
cianeto	pt
cianetos	br
cianeíneo	br
cianicolo	br
cianicórneo	br
cianidanol	br
cianidina	br
cianido	br
cianidrato	br
cianidrina	br
cianidro	br
cianidrose	br
cianidrínico	br
cianidrósico	br
cianidrótico	br
cianina	br
cianipene	br
cianipígio	br
cianirrostro	br
cianismo	br
cianite	br
cianito	br
cianizar	br
cianização	br
ciano	br+pt
cianobactéria	br
cianocalcite	br
cianocalcítico	br
cianocarpo	br
cianocetano	br
cianocetânico	br
cianocinela	br
cianocobalamina	br
cianocristalina	br
cianocromo	br
cianocroíte	br
cianocroítico	br
cianocéfalo	br
cianocórace	br
cianodermia	br
cianodérmico	br
cianoferrato	br
cianoferreto	br
cianoferrite	br
cianoferrito	br
cianoferro	br
cianoferrureto	br
cianoferrático	br
cianoferrítico	br
cianoficina	br
cianofila	br
cianofilia	br
cianofosfórico	br
cianoftalmo	br
cianoftálmico	br
cianoférrico	br
cianofíceo	br
cianofílico	br
cianofórico	br
cianofósforo	br
cianogastro	br
cianogenar	br
cianogenético	br
cianogáster	br
cianogástreo	br
cianogástrio	br
cianogênese	br
cianogênico	br
cianogênio	br
cianoide	br
cianol	br
cianoleuco	br
cianolite	br
cianolésbia	br
cianolíseo	br
cianolítico	br
cianomelano	br
cianometria	br
cianomélano	br
cianométrico	br
cianopatia	br
cianopia	br
cianopirro	br
cianoplatinita	br
cianopotássico	br
cianopramina	br
cianopsia	br
cianopsítaco	br
cianopático	br
cianopígio	br
cianopólio	br
cianorte	br
cianorte-pr	br
cianortense	br
cianosar	br
cianose	br
cianosita	br
cianosítico	br
cianotipia	br
cianotriquite	br
cianotriquítico	br
cianotípico	br
cianuramida	br
cianurar	br
cianurato	br
cianuração	br
cianureto	br
cianuria	br
cianurina	br
cianurínico	br
cianático	br
cianêmico	br
cianídrico	br+pt
cianínico	br
cianípede	br
cianítico	br
cianófilo	br
cianófita	br
cianógino	br
cianólico	br
cianólito	br
cianópode	br
cianópodo	br
cianóptero	br
cianóptico	br
cianósio	br
cianótico	br
cianômetro	br
cianúria	br
cianúrico	br
ciaptérige	br
ciar	br
cias	br
ciascopia	br
ciascópico	br
ciascópio	br
ciatalgia	br
ciateáceo	br
ciatiforme	br
ciato	br
ciatocéfalo	br
ciatofilo	br
ciatoide	br
ciatolemo	br
ciatomástique	br
ciatopoma	br
ciatozoideo	br
ciatozooide	br
ciatron	br
ciatrônio	br
ciatódio	br
ciatóforo	br
ciavoga	br
cibalgina	br
cibalhada	br
cibalho	br
cibalioideo	br
cibaloso	br
cibana	br
cibanco	br
cibaque	br
cibar	br
cibarco	br
cibarrada	br
cibato	br
cibaumense	br
cibação	br
cibdelo	br
cibdelofânio	br
cibeia	br
cibele	br
cibenzolina	br
ciber	br
ciber-rádio	br
ciberanúncio	br
ciberarma	br
ciberassédio	br
ciberataque	br+pt
ciberativismo	br
cibercafé	br+pt
cibercidadão	br
cibercirurgia	br
cibercomunismo	br
cibercondria	br
cibercondríaco	br
ciberconvivência	br
cibercrime	br+pt
cibercriminalidade	br+pt
cibercriminoso	br
cibercultura	br+pt
ciberdefesa	pt
ciberdesmatamento	br
ciberdireito	br
ciberdisfarce	br
ciberdiversidade	br
ciberdoutor	br
ciberelite	br
ciberescola	br
ciberespacial	br
ciberespaço	br+pt
ciberespionagem	br+pt
ciberespião	pt
ciberfeminismo	br
ciberguerra	br+pt
ciberladrão	br
ciberliteratura	br+pt
cibermaníaco	br
cibermercado	br
cibermundo	br
cibernauta	br+pt
ciberneticista	br
ciberneticístico	br
cibernetizar	br
cibernetização	br
cibernetologia	br
cibernetológico	br
cibernetólogo	br
cibernética	pt
cibernético	br+pt
ciberperito	br
ciberpirata	br+pt
ciberplágio	br
ciberpolítico	br
ciberpornografia	br
ciberpropaganda	br
cibersalão	br
cibersegurança	br+pt
ciberserviço	br
cibersexo	br+pt
cibersocialidade	br
ciberterrorismo	br+pt
ciberterrorista	br+pt
cibertiro	br
ciberviciado	br
ciberódio	br
cibianto	br
cibico	br
cibilitano	br
cibinho	br
cibiralá	br
cibisotômico	br
cibisótomo	br
ciboa	br
cibocefalíneo	br
cibocéfalo	br
cibofobia	br
cibonel	br
ciborgue	br+pt
ciborguização	br
cibotaxe	br
cibotáctico	br
cibotático	br
cibum	br
cibálio	br
cibárico	br
cibário	br
cibístax	br
cibíster	br
cibístico	br
cibócio	br
cibório	br
cic	br
cica	br
cicada	br
cicadal	br
cicadale	br
cicadela	br
cicadelídeo	br
cicadeoide	br
cicadeoideal	br
cicadeoideale	br
cicadofilical	br
cicadofilicale	br
cicadofilicina	br
cicadospadice	br
cicadospermo	br
cicadoxíleo	br
cicadáceo	br
cicadário	br
cicadélida	br
cicadídeo	br
cicadófita	br
cicadópsida	br
cicadóxilo	br
cicadóxilon	br
cicaprosta	br
cicarperona	br
cicate	br
cicateiro	br
cicatice	br
cicatricial	br+pt
cicatricular	br
cicatriz	br+pt
cicatrizante	pt
cicatrizantemente	br
cicatrizar	br+pt
cicatrização	br
cicatrizável	br
cicatrícula	br
cicco	br
cicco-rn	br
cicendela	br
cicendela-da-praia	br
cicendelas-da-praia	br
cicendeliano	br
cicendelídeo	br
cicendélida	br
ciceragem	br
cicerar	br
ciceronagem	br
cicerone	br+pt
ciceronear	br
ciceronianismo	br
ciceronianizar	br
ciceroniano	br
ciceronianístico	br
ciceronismo	br
ciceronizar	br
ciceronístico	br
cicerão	br
cicerônico	br
cichafonte	br
ciciar	br
cicica	br
cicieira	br
cicimento	br
cicindela	br
cicindela-da-praia	br
cicindelas-da-praia	br
cicindeliano	br
cicindelídeo	br
cicindélida	br
cicinho	br
cicinuro	br
cicioso	br
cicisbeia	br
ciclacilina	br
ciclactato	br
cicladense	br
cicladura	br
ciclafrina	br
ciclagem	br
ciclamato	br
ciclame	br
ciclamim	br
ciclamino	br
ciclamiretina	br
ciclamiretínico	br
ciclamor	br
ciclamose	br
ciclamático	br
ciclamíneo	br
ciclamínico	br
ciclamínio	br
ciclandelato	br
ciclanina	br
ciclano	br
ciclanoico	br
ciclanol	br
ciclanona	br
ciclantal	br
ciclantale	br
ciclantera	br
ciclanto	br
ciclantáceo	br
ciclantéreo	br
ciclanólico	br
ciclanônico	br
ciclarbamato	br
ciclartrose	br
ciclartrósico	br
ciclartrótico	br
ciclarídeo	br
ciclatom	br
ciclatão	br
ciclazindol	br
ciclazocina	br
ciclazodona	br
ciclectomia	br
cicleno	br
ciclesonida	br
cicleta	br
cicletanina	br
ciclexanona	br
ciclicamente	br+pt
ciclicidade	br
ciclina	br
ciclindol	br
cicliomenol	br
cicliramina	br
ciclismo	br+pt
ciclista	pt
ciclite	br
ciclitol	br
ciclitólico	br
ciclizar	br
ciclização	br
ciclizina	br
ciclizável	br
ciclo	br+pt
ciclo-octatetraeno	br
ciclo-octatetraênico	br
ciclo-oxigenase	br
cicloadição	br
cicloalcadieno	br
cicloalcadiênico	br
cicloalcano	br
cicloalceno	br
cicloalcino	br
cicloalcânico	br
cicloalcínico	br
cicloalifático	br
cicloalpinista	br
cicloalqueno	br
cicloalquênico	br
cicloativista	br
ciclobarbital	br
ciclobarbiturato	br
ciclobendazol	br
ciclobenzaprina	br
ciclobrânquio	br
ciclobutadieno	br
ciclobutadiênico	br
ciclobutano	br
ciclobutirol	br
ciclobutoico	br
ciclobutânico	br
ciclocarpíneo	br
ciclocefalia	br
ciclocefaliano	br
ciclocefálico	br
cicloceratite	br
ciclocilíndrico	br
ciclocitral	br
cicloconversor	br
ciclocoroidite	br
ciclocrosse	br
ciclocéfalo	br
ciclocósmia	br
cicloderma	br
ciclodesidratação	br
ciclodialítico	br
ciclodiatermia	br
ciclodiatomia	br
ciclodiatérmico	br
ciclodiatômico	br
ciclodiálise	br
cicloeptatrieno	br
cicloexadieno	br
cicloexadiênico	br
cicloexano	br
cicloexanodiona	br
cicloexanodiônico	br
cicloexanol	br
cicloexanona	br
cicloexanólico	br
cicloexatrieno	br
cicloexatriênico	br
cicloexeno	br
cicloexenol	br
cicloexilamina	br
cicloexilamínico	br
cicloexilo	br
cicloeximida	br
cicloexênico	br
cicloexílico	br
ciclofaixa	br
ciclofenazina	br
ciclofenila	br
ciclofilia	br
ciclofilo	br
ciclofilídeo	br
ciclofilídio	br
cicloforia	br
cicloforídeo	br
ciclofosfamida	br
ciclofrenia	br
ciclofórida	br
ciclogenia	br
ciclogenético	br
ciclogiro	br
cicloglicilglicina	br
ciclografia	br
ciclograma	br
ciclográfico	br
cicloguanil	br
ciclogênese	br
ciclogênico	br
cicloidal	br
cicloide	br+pt
cicloidia	br
ciclolefina	br
ciclolefínico	br
ciclolepidoto	br
ciclolóbio	br
ciclomenol	br
ciclometicaína	br
ciclometicona	br
ciclometope	br
ciclometopo	br
ciclometria	br
ciclomiário	br
ciclomorfo	br
ciclomorfose	br
ciclomotor	br+pt
ciclométrico	br
ciclomórfico	br
ciclonagem	br
ciclonal	br
ciclonato	br
ciclone	br+pt
ciclonicato	br
ciclonite	br
ciclonomia	br
ciclonoscópio	br
ciclonítico	br
ciclonômico	br
cicloparafina	br
cicloparafínico	br
ciclopassarela	br
ciclope	br+pt
ciclopedia	br
ciclopentadieno	br
ciclopentadiênico	br
ciclopentamina	br
ciclopentano	br
ciclopentanol	br
ciclopentanona	br
ciclopentanólico	br
ciclopenteno	br
ciclopentiazida	br
ciclopentila	br
ciclopentobarbiturato	br
ciclopentolato	br
ciclopentânico	br
ciclopentílico	br
ciclopeptido	br
ciclopia	br
ciclopiano	br
ciclopirita	br
ciclopirox	br
ciclopirrônio	br
ciclopirítico	br
ciclopismo	br
cicloplegia	br
cicloplégico	br
ciclopoide	br
ciclopregnol	br
cicloprofeno	br
cicloprolol	br
ciclopropano	br
ciclopropânico	br
ciclopsina	br
ciclopterina	br
ciclopterídeo	br
ciclopteríneo	br
ciclopterínico	br
cicloptéride	br
ciclopédia	br
ciclopédico	br
ciclopéptido	br
ciclopídeo	br
cicloqueta	br
cicloquilo	br
cicloquiláceo	br
ciclorama	br
ciclorradioterapia	br
ciclorradioterápico	br
ciclorranfo	br
ciclorâmico	br
cicloscópico	br
cicloscópio	br
ciclose	br
cicloserina	br
ciclosidomina	br
ciclospasmo	br
ciclospermo	br
ciclosporina	br
ciclosporídio	br
ciclospérmico	br
ciclospórea	br
ciclospôndilo	br
ciclosserina	br
ciclossilicato	br
ciclossimétrico	br
ciclossincroton	br
ciclossincrotônico	br
ciclossincrotônio	br
ciclossoro	br
ciclossíncroton	br
ciclostilo	br
ciclostomado	br
ciclostomatídeo	br
ciclostomátida	br
ciclostomídeo	br
ciclostrema	br
ciclostrematídeo	br
ciclostremático	br
ciclostremátida	br
ciclostrófico	br
ciclostádio	br
ciclostômida	br
ciclotecnia	br
ciclotelemétrico	br
ciclotelêmetro	br
ciclotema	br
ciclotemático	br
cicloteno	br
cicloterapia	br
cicloterueno	br
cicloteruênico	br
cicloterápico	br
ciclotiazida	br
ciclotimia	br
ciclotizolam	br
ciclotomia	br
ciclotron	br
ciclotropia	br
ciclotrão	br+pt
ciclotrópico	br
ciclotrópio	br
ciclotrônio	br
cicloturismo	br
cicloturo	br
ciclotécnico	br
ciclotímico	br
ciclotômico	br
ciclovalona	br
ciclovia	br+pt
cicloviário	br
cicloxolona	br
cicloxílico	br
ciclozoário	br
cicládico	br
cicládida	br
ciclárida	br
cicláspide	br
cicláspis	br
ciclável	br
ciclâmico	br
ciclânico	br
ciclânteo	br
ciclênico	br
ciclídeo	br
ciclídeo-borboleta	br
ciclídeos-borboleta	br
ciclídio	br
ciclístico	br
ciclócero	br
ciclófilo	br
ciclóforo	br
ciclógrafo	br
ciclólise	br
ciclónico	pt
ciclópeo	br+pt
ciclópico	br+pt
ciclópida	br
ciclópio	br
ciclóporo	br
ciclópteris	br
ciclóptero	br
ciclóptico	pt
ciclórrafo	br
ciclóstomo	br+pt
ciclótico	br
ciclótomo	br
ciclótono	br
ciclótrico	br
ciclômetro	br
ciclônico	br
ciclônio	br
cicnoide	br
cicoca	br
ciconiano	br
ciconiforme	br
ciconiiforme	br
ciconiídeo	br
ciconiíneo	br
ciconídeo	br
ciconíida	br
ciconíneo	br
cicoriáceo	br
cicortonida	br
cicotiamina	br
cicrimina	br
cicro	br
cicrotoico	br
cicuta	br+pt
cicuta-aquática	br
cicuta-da-américa	br
cicuta-da-europa	br
cicuta-da-horta	br
cicuta-do-agrião	br
cicuta-falsa	br
cicuta-grande	br
cicuta-virosa	br
cicutado	br
cicutas-aquáticas	br
cicutas-da-américa	br
cicutas-da-europa	br
cicutas-da-horta	br
cicutas-do-agrião	br
cicutas-falsas	br
cicutas-grandes	br
cicutas-virosas	br
cicutina	br+pt
cicutitoxina	br
cicutoxina	br
cicutária	br
cicádeo	br
cicádida	br
cicérico	br
cicêndia	br
cicínio	br
cicório	br
cicônia	br
cicônida	br
cicútio	br
cicútis	br
cid	br+pt
cidadania	br+pt
cidade	br+pt
cidade-base	br
cidade-cogumelo	br
cidade-dormitório	br
cidade-estado	br+pt
cidade-fantasma	br
cidade-gauchense	br
cidade-irmã	br
cidade-jardim	br
cidade-laboratório	br
cidade-linear	br
cidade-luz	br
cidade-museu	br
cidade-nação	br
cidade-satélite	br
cidade-sede	br
cidade-universitária	br
cidadela	pt
cidadele	br
cidadelha	br+pt
cidades-base	br
cidades-cogumelo	br
cidades-dormitório	br
cidades-estado	br
cidades-fantasma	br
cidades-irmãs	br
cidades-jardim	br
cidades-laboratório	br
cidades-lineares	br
cidades-museu	br
cidades-nações	br
cidades-satélite	br
cidades-sede	br
cidadesco	br
cidadezinha	br
cidadoa	br
cidadonha	br
cidadonia	br
cidadota	br
cidadão	br+pt
cidadão-cliente	br
cidagã	br
cidaras	br
cidaria	br
cidariforme	br
cidarita	br
cidaroide	br
cidarídeo	br
cide	br
cideferrona	br
cidelândia	br
cidelândia-ma	br
cidipe	br
cidipídio	br
cidmeno	br
cidmenídeo	br
cidmênida	br
cidno	br
cidnídeo	br
cidofovir	br
cidoiro	br
cidonina	br
cidoro	br
cidose	br
cidouro	br
cidoxepina	br
cidra	br+pt
cidrada	br
cidral	br
cidreira	br+pt
cidreira-do-mato	br
cidreira-rs	br
cidreiras-do-mato	br
cidreirense	br
cidrilha	br
cidrão	br+pt
cidró	br
cidália	br+pt
cidárida	br
cidã	br
cidípida	br
cidônia	br
ciecietê	br
ciecié	br
cieiro	br+pt
ciempozuelita	br
ciena	br
cienciado	br
cienciocracia	br
cienciocrata	br
cienfuegósia	br
cieniforme	br
ciente	br+pt
cienticismo	br
cienticístico	br
cientificar	br+pt
cientificação	br
cientificidade	br
cientificismo	br
cientificose	br
cientificável	br
cientificístico	br
cientifização	br
cientismo	br+pt
cientista	pt
cientista-chefe	br
cientista-cidadão	br
cientistas-chefes	br
cientistas-cidadãos	br
cientologia	br
cientológico	br
científico	br+pt
científico-analítico	br
científico-cultural	br
científico-filosófico	br
científico-natural	br
científico-tecnológico	br
cientístico	br
cientólogo	br
cienídeo	br
ciep	br
cieptamida	br
cieptolano	br
cieropia	br
ciese	br
ciesiognose	br
ciesiologia	br
ciesognose	br
ciesognósico	br
ciesognótico	br
ciesologia	br
ciesteína	br
ciesólogo	br
cif	br
cifanta	br
cifar	br
cifato	br
cifela	br
cifeliáceo	br
cififorme	br
cifinídeo	br
cifioideiazinha	br
cifioideo	br
cifioideu	br
cifistoma	br
cifióstomo	br
cifo	br
cifocrânio	br
cifoescoliose	br
cifoescoliósico	br
cifoescoliótico	br
cifoftalmo	br
cifomandro	br
cifomedusa	br
cifomorfo	br
cifonauta	br
cifonismo	br
cifonoide	br
cifoscoliose	br
cifoscoliósico	br
cifoscoliótico	br
cifose	br
cifostegiáceo	br
cifostodina	br
cifosídeo	br
cifozoário	br
cifra	pt
cifradamente	br
cifragem	br
cifrante	pt
cifrar	br+pt
cifração	br
cifreiro	br
cifro-luso-brasileiro	br
cifrário	br
cifrável	br
cifrão	br+pt
cifé	br
cifélio	br
cifídia	br
cifósida	br
cifótico	br
cifônio	br
cig	br+pt
cigalheiro	br
cigalho	br
cigana	pt
cigana-do-mato	br
ciganada	pt
ciganagem	br+pt
ciganar	br+pt
ciganaria	pt
ciganas-do-mato	br
ciganear	br
ciganeiro	br
ciganense	br
ciganice	br+pt
ciganicida	br
ciganicídio	br
ciganinho	br
ciganismo	br
cigano	pt
ciganologia	br
ciganológico	br
ciganos	br
ciganólogo	br
cigarra	pt
cigarra-cobra	br
cigarra-do-cafeeiro	br
cigarra-do-cafezal	br
cigarra-do-peito-branco	br
cigarra-doida	br
cigarra-rainha	br
cigarra-verdadeira	br
cigarrada	pt
cigarrar	br+pt
cigarras-cobra	br
cigarras-do-cafeeiro	br
cigarras-do-cafezal	br
cigarras-do-peito-branco	br
cigarras-doidas	br
cigarras-rainha	br
cigarrear	br
cigarreira	pt
cigarreiro	br+pt
cigarrilha	br+pt
cigarrinha-da-cana-de-açúcar	br
cigarrinha-das-pastagens	br
cigarrinha-do-peito-branco	br
cigarrinha-dos-canaviais	br
cigarrinha-dos-capinzais	br
cigarrinha-dos-pastos	br
cigarrinha-dos-pomares	br
cigarrinha-empoasca	br
cigarrinha-verde	br
cigarrinha-vermelha	br
cigarrinhas-da-cana-de-açúcar	br
cigarrinhas-das-pastagens	br
cigarrinhas-do-peito-branco	br
cigarrinhas-dos-canaviais	br
cigarrinhas-dos-capinzais	br
cigarrinhas-dos-pastos	br
cigarrinhas-dos-pomares	br
cigarrinhas-empoasca	br
cigarrinhas-verdes	br
cigarrinhas-vermelhas	br
cigarrista	br
cigarro	pt
cigarros	br
cigas	br
cigerão	br
ciglitazona	br
cigno	br
cignínea	br
cigude	br
ciguelina	br
cii	br
ciii	br
cijula	br
cila-brasileira	br
